\Q\xdc*\E	Cross reference "target" reference[s] (& text?) (DC editions) end   (deprecated in USFM 3.0)
\Q\xk\E	Cross reference keyword begin
\Q\xk*\E	Cross reference keyword end (explicit)
\Q\xnt\E	Cross reference "target" reference[s] (& text?) (NT editions) begin
\Q\xnt*\E	Cross reference "target" reference[s] (& text?) (NT editions) end
\Q\xot\E	Cross reference "target" reference[s] (& text?) (OT editions) begin
\Q\xot*\E	Cross reference "target" reference[s] (& text?) (OT editions) end
\Q\xo\E	Cross reference "origin" reference begin
\Q\xo*\E	Cross reference "origin" reference end (explicit)
\Q\xop\E	Published cross reference "origin" reference begin          (USFM 3.0)
\Q\xop*\E	Published cross reference "origin" reference end (explicit) (USFM 3.0)
\Q\xq\E	Cross reference quotation begin
\Q\xq*\E	Cross reference quotation end (explicit)
\Q\xt\E	Cross reference "target" reference[s] begin
\Q\xt*\E	Cross reference "target" reference[s] end (explicit)
\Q\xta\E	Cross reference "target" reference[s] added/extra text begin          (USFM 3.0)
\Q\xta*\E	Cross reference "target" reference[s] added/extra text end (explicit) (USFM 3.0)
\Q\xtSee\E	Concordance and Names Index (alternate entry target reference) begin
\Q\xtSee*\E	Concordance and Names Index (alternate entry target reference) end
\Q\xtSeeAlso\E	Concordance and Names Index (additional entry target reference) begin
\Q\xtSeeAlso*\E	Concordance and Names Index (additional entry target reference) end
\Q\z\E	"Private use area" tags should begin with \z (e.g. \ztoc4 )
	
;Notes	This table is incomplete!
------  	-------------------------
;Hashes	Some tags that can have a numerical variable # may need further entries
;Excludes	Special markers for spacing and optional breaks ~ //
;Excludes	Caller type for cross-references & footnotes: + - ?
;Excludes	Chapter/verse separator to be used in cross-references & footnotes: ##SEP## (":", ".", etc.)
;Excludes	Figure element parameter or attribute separator |
;Excludes	Peripheral identifiers (USFM 3.0)
;Excludes	Table column spanning syntax (USFM 3.0) (would require multiple entries)
;Excludes	Word level attributes syntax and separator | (USFM 3.0)
;Excludes	Obsolete & earlier deprecated tags (or those no longer officially part of USFM)
